source,held_out,triple_id,dominant_donor,method,budget,level,mae_penalty_pp,rmse_penalty_pp,absolute_error_0_penalty_pp,absolute_error_1_penalty_pp,absolute_error_2_penalty_pp,absolute_error_3_penalty_pp,absolute_error_4_penalty_pp,absolute_error_5_penalty_pp,source_csv_line,source_csv,source_csv_sha256,source_review,source_review_sha256,unit,contrast,targets_averaged,reference_draws_averaged,plot_y,panel
original_grouping,HC-572,2,IGTB256,music_weighted,60,ratio10,-0.1402845321840045,-0.1544314153636408,-1.5675918135269802,0.6497613880783455,0.6403044875415778,0.5496423679070119,-1.9980061804400029,0.8841825573360198,569,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.076363636363636,a
original_grouping,HC-572,2,IGTB514,music_weighted,60,ratio10,-0.03405885459861,0.0763166272077644,-0.5546445168256008,0.1076810024154636,0.5988648381120746,0.5729526923271396,-1.6973525326900964,0.7681453890693454,587,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.1272727272727274,a
original_grouping,HC-572,3,IGTB1650,music_weighted,60,ratio10,0.1967517056724692,0.3059771472813866,-0.947587947947908,0.4434749435139392,0.9138994239986208,1.5270273836054753,-0.8342426826407815,0.0779391135054659,605,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.178181818181818,a
original_grouping,HC-572,3,IGTB195,music_weighted,60,ratio10,-0.2067089577551325,-0.2146348968877222,-1.7566659949135224,0.0461279949402003,0.6926030716751846,1.2064529864612168,-2.556715184197228,1.1279433795033516,623,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.229090909090909,a
original_grouping,HC-572,3,IGTB508,music_weighted,60,ratio10,0.0730581909334699,0.1706594089616406,-0.486484790767196,0.1698433132643959,0.637392066071305,1.4392290584960914,-1.3066837068354178,-0.0149467946283621,641,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.2800000000000002,a
original_grouping,IGTB1506,0,IGTB1650,music_weighted,60,ratio10,0.7625130552944654,0.7025249624962289,1.3305191073687437,0.8908873383448134,-0.0075784988861342,0.5243122578829037,1.0937418002803505,0.7431963267761239,659,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.7199999999999998,a
original_grouping,IGTB1506,0,IGTB195,music_weighted,60,ratio10,0.8523779958636628,0.8159172916328951,1.138722549225636,0.7604498514047241,0.2245408858938855,0.43515227031553,1.3077331475043017,1.247669270837918,677,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.770909090909091,a
original_grouping,IGTB1506,0,IGTB508,music_weighted,60,ratio10,0.684292744286747,0.6018651021544617,1.519018457848017,1.0515822798389074,-0.590439255718691,0.4716932799756533,1.1017229455960318,0.5521787581805805,695,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.821818181818182,a
original_grouping,IGTB1506,1,HC-014,music_weighted,60,ratio10,-0.0565150705400049,-0.4280959134334509,1.0722404589497505,1.0332040351983345,-1.931577745013448,-2.5652045479859438,0.2869187639784998,1.7653286116327829,713,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.8727272727272726,a
original_grouping,IGTB1506,1,HC-572,music_weighted,60,ratio10,-0.012013116060974,-0.3699738565775745,-0.2548198776331631,1.4932685075506005,-1.2871962980543377,-2.426874270620109,0.4832871309914198,1.9202561113997587,731,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.923636363636364,a
